FID,Property_T,Typology,Address,Locality_A,Latitude,longitude,SIZE__sq_f,Rent_INR_,Deposit_IN,RentPSF,DepositPSF
9002,2 BHK, Apartments,sai baba complex,Goregaon East,19.07598,72.87766,800,28000,100000,35,125
9003,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1120,50000,200000,44.64285714,178.5714286
9004,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1000,35000,200000,35,200
9005,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1025,15000,75000,14.63414634,73.17073171
9006,2 BHK, Apartments,tilak nagar,Tilak Nagar,19.06827,72.89733,1020,44500,200000,43.62745098,196.0784314
9007,2 BHK, Apartments,"Omkar Ananta Film City Road Santosh Nager, Goregaon East.",Goregaon East,19.07598,72.87766,1120,35000,150000,31.25,133.9285714
9008,2 BHK, Apartments,Saideep Chs Sindhi Society Chembur East  Maharastra,Chembur East,19.05111,72.89069,925,55000,250000,59.45945946,270.2702703
9009,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9010,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1060,50000,200000,47.16981132,188.6792453
9011,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,49000,200000,51.30890052,209.4240838
9012,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,925,36000,100000,38.91891892,108.1081081
9013,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,49000,200000,51.30890052,209.4240838
9014,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,925,36000,100000,38.91891892,108.1081081
9015,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,800,35000,150000,43.75,187.5
9016,2 BHK, Apartments,"5,Western Express Highway,Nabard Nagar,Saraf Chaudhary Nagar,Kandivali East",Kandivali East,19.20617,72.86581,585,20000,200000,34.18803419,341.8803419
9017,2 BHK, Apartments,"Cosmos Heritage, Gladys Alwares Marg, Manpada, Thane West, Thane",Thane,19.23627,72.97018,1000,28000,150000,28,150
9018,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,980,32000,192000,32.65306122,195.9183673
9019,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,955,35000,150000,36.64921466,157.0680628
9020,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,1115,80000,300000,71.74887892,269.058296
9021,2 BHK, Apartments,"Sion East, Sion",Sion East,19.03514,72.86632,900,42000,200000,46.66666667,222.2222222
9022,2 BHK, Apartments,"Elphinstone Station (W), Krishna Nagar, Parel",Elphinstone Road,19.00706,72.8354,1000,80000,480000,80,480
9023,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14800,60000,14.94949495,60.60606061
9024,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,700,35000,150000,50,214.2857143
9025,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,952,28000,100000,29.41176471,105.0420168
9026,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,950,44000,200000,46.31578947,210.5263158
9027,2 BHK, Apartments,"Mantri Park, Film City Road, Opp New Mhada Colony, Goregaon East,  400065.",Goregaon East,19.07598,72.87766,950,35000,100000,36.84210526,105.2631579
9028,2 BHK, Apartments,NA,Chembur East,19.05327,72.90049,900,50000,300000,55.55555556,333.3333333
9029,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1050,35000,150000,33.33333333,142.8571429
9030,2 BHK, Apartments,Bholenath Apartment Chembur East  Maharastra,Chembur East,19.0328,72.89635,850,55000,250000,64.70588235,294.1176471
9031,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,50000,250000,45.45454545,227.2727273
9032,2 BHK, Apartments,"Monarch Apartments,Asha Nagar Road,Saraf Chaudhary Nagar,Kandivali East",Kandivali East,19.20722,72.86525,650,20000,100000,30.76923077,153.8461538
9033,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,48500,200000,50.78534031,209.4240838
9034,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,925,35500,100000,38.37837838,108.1081081
9035,2 BHK, Apartments,"Majiwada Bus Stop, Majiwada Village Road, Sainath Nagar, Thane",Thane,19.2138,72.98159,800,28000,150000,35,187.5
9036,2 BHK, Apartments,NA,Kandivali East,19.2115,72.8737,640,22000,100000,34.375,156.25
9037,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,900,32000,96000,35.55555556,106.6666667
9038,2 BHK, Apartments,Vikhroli West,Vikhroli West,19.10677,72.92254,1100,50000,300000,45.45454545,272.7272727
9039,2 BHK, Apartments,Matunga West,Matunga West,19.07598,72.87766,1150,80000,300000,69.56521739,260.8695652
9040,2 BHK, Apartments,Parel,Parel East,19.00216,72.84158,1320,80000,480000,60.60606061,363.6363636
9041,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1132,50000,250000,44.16961131,220.8480565
9042,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,950,27000,100000,28.42105263,105.2631579
9043,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,890,14500,60000,16.29213483,67.41573034
9044,2 BHK, Apartments,"Mahavir Platinum C.H.S Ltd, Ghatkopar Mankhurd Link Road, Deonar,  400089",Chembur East,19.0328,72.89635,1200,35000,200000,29.16666667,166.6666667
9045,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,920,42000,200000,45.65217391,217.3913043
9046,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1050,35000,150000,33.33333333,142.8571429
9047,2 BHK, Apartments,"Union Park, Chembur East",Chembur East,19.04843,72.90028,850,55000,250000,64.70588235,294.1176471
9048,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9049,2 BHK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,835,21500,75000,25.74850299,89.82035928
9050,2 BHK, Apartments,"Majiwada, Thane",Thane,19.21833,72.97809,1290,28000,150000,21.70542636,116.2790698
9051,2 BHK, Apartments,"mantri Park, Film City Road, Opp New Mhada Colony, Goregaon East,  400065.",Goregaon East,19.07598,72.87766,950,34000,150000,35.78947368,157.8947368
9052,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,830,43000,200000,51.80722892,240.9638554
9053,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,48000,200000,50.2617801,209.4240838
9054,2 BHK, Apartments,"Chandivali, Powai",Powai,19.10749,72.90176,925,33500,100000,36.21621622,108.1081081
9055,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,960,31500,189000,32.8125,196.875
9056,2 BHK, Apartments,amann akansha,Worli,19.07598,72.87766,1100,80000,300000,72.72727273,272.7272727
9057,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,875,27000,100000,30.85714286,114.2857143
9058,2 BHK, Apartments,Wadala,Wadala East,19.01513,72.85806,1600,80000,250000,50,156.25
9059,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1132,50000,250000,44.16961131,220.8480565
9060,2 BHK, Apartments,Mira Bhayandar,Mira Road,19.29523,72.85439,1020,14500,65000,14.21568627,63.7254902
9061,2 BHK, Apartments,"Nirmala Niwas C.H.S Ltd, Deonar Bus Depo Lane, Deonar,  400088",Chembur East,19.0328,72.89635,900,35000,200000,38.88888889,222.2222222
9062,2 BHK, Apartments,"Goregaon East, Royal Palms",Goregaon East,19.15337,72.88551,974,25000,100000,25.66735113,102.6694045
9063,2 BHK, Apartments,"Powai, Raheja Vihar",Powai,19.11908,72.89512,1200,50000,200000,41.66666667,166.6666667
9064,2 BHK, Apartments,Saideep Chs Sindhi Society Chembur East  Maharastra,Chembur East,19.05111,72.89069,925,55000,250000,59.45945946,270.2702703
9065,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,867,35000,150000,40.36908881,173.0103806
9066,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,950,32000,150000,33.68421053,157.8947368
9067,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,900,43000,200000,47.77777778,222.2222222
9068,2 BHK, Apartments,"Suchi Dham, Dindoshi, Malad East",Goregaon East,19.17662,72.86558,850,33000,150000,38.82352941,176.4705882
9069,2 BHK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,835,21000,75000,25.1497006,89.82035928
9070,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,48000,200000,50.2617801,209.4240838
9071,2 BHK, Apartments,Annex valley tower thane,Thane,19.2366,72.97022,1000,27000,100000,27,100
9072,2 BHK, Houses,NA,Ghatkopar East,19.0796,72.907,1250,42000,0,33.6,0
9073,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,800,31000,186000,38.75,232.5
9074,2 BHK, Apartments,"Sagar Avenue, Vakola",Santacruz East,19.08231,72.84885,1210,43000,200000,35.53719008,165.2892562
9075,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,1250,80000,300000,64,240
9076,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1120,50000,200000,44.64285714,178.5714286
9077,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,1250,78000,468000,62.4,374.4
9078,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,900,33000,150000,36.66666667,166.6666667
9079,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14500,60000,14.64646465,60.60606061
9080,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,952,24000,100000,25.21008403,105.0420168
9081,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1064,32000,200000,30.07518797,187.9699248
9082,2 BHK, Apartments,"MHADA Colony 19, Powai, Walkway, Hiranandani Garden, Hiranandani Gardens",Powai,19.11969,72.90683,1300,50000,100000,38.46153846,76.92307692
9083,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9084,2 BHK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,835,20500,75000,24.5508982,89.82035928
9085,2 BHK, Apartments,"Nathani Road,Khalai Village,Vidyavihar Society,Vidyavihar",Chembur East,19.08057,72.89442,850,55000,350000,64.70588235,411.7647059
9086,2 BHK, Apartments,Goregaon East,Goregaon East,19.1551485,72.8678551,950,33000,100000,34.73684211,105.2631579
9087,2 BHK, Apartments,Bhakti Park Wadala,Wadala East,19.07598,72.87766,800,45500,100000,56.875,125
9088,2 BHK, Apartments,Bhakti Park Wadala,Wadala East,19.07598,72.87766,800,45500,100000,56.875,125
9089,2 BHK, Apartments,"Siddhachal Phase 3, Thane West, Thane",Thane,19.22544,72.9647,950,27000,150000,28.42105263,157.8947368
9090,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,890,31000,186000,34.83146067,208.988764
9091,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,725,35000,100000,48.27586207,137.9310345
9092,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,1000,80000,300000,80,300
9093,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,1000,75000,450000,75,450
9094,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1000,14500,60000,14.5,60
9095,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.05111,72.89069,975,55000,200000,56.41025641,205.1282051
9096,2 BHK, Apartments,"Dongre Park C.H.S Ltd, R.C Marg, Chembur,  400074",Chembur East,19.0328,72.89635,1000,26000,100000,26,100
9097,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,950,42000,200000,44.21052632,210.5263158
9098,2 BHK, Apartments,"Royal Palms Road, Goregaon East",Goregaon East,19.14287,72.8937,1000,20000,75000,20,75
9099,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,950,31000,150000,32.63157895,157.8947368
9100,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.05111,72.89069,980,50000,200000,51.02040816,204.0816327
9101,2 BHK, Apartments,"Gokuldham Colony, Goregaon East",Goregaon East,19.17028,72.8699,750,30000,100000,40,133.3333333
9102,2 BHK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,835,20000,75000,23.95209581,89.82035928
9103,2 BHK, Apartments,"Siddhachal Housing Society, Pawar Nagar, Thane West, Thane",Thane,19.07598,72.87766,1000,27000,100000,27,100
9104,2 BHK, Apartments,NA,Ghatkopar East,19.0796,72.907,1000,42000,168000,42,168
9105,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,865,50000,300000,57.80346821,346.8208092
9106,2 BHK, Apartments,Bhakti Park,Wadala East,19.02922,72.87961,800,45000,100000,56.25,125
9107,2 BHK, Apartments,Andheri East,Andheri East,19.1154908,72.8726952,982,29000,150000,29.53156823,152.7494908
9108,2 BHK, Apartments,"Trikutta Towers, Jogeshwari - Vikhroli Link Road, Mercury CHS, Ramabai Ambedkar Nagar, Powai",Powai,19.1237,72.9211,735,35000,150000,47.61904762,204.0816327
9109,2 BHK, Apartments,NA,Deonar,19.07598,72.87766,950,42000,200000,44.21052632,210.5263158
9110,2 BHK, Apartments,"Bhoiwada, Parel",Parel West,19.00484,72.84601,1250,78000,300000,62.4,240
9111,2 BHK, Apartments,"Omkar Veda, Eknath Ghadi Marg, Parel",Parel East,19.00228,72.84882,1250,75000,450000,60,360
9112,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14500,60000,14.64646465,60.60606061
9113,2 BHK, Apartments,"R C Marg, Chembur Colony, Indira Nagar, Chembur East",Chembur East,19.04602,72.8946,1020,55000,200000,53.92156863,196.0784314
9114,2 BHK, Apartments,"Pandurang Wadi, Goregaon East",Goregaon East,19.17089,72.85081,900,30000,100000,33.33333333,111.1111111
9115,2 BHK, Apartments,"Gokuldham Colony, Goregaon East",Goregaon East,19.17028,72.8699,850,30000,100000,35.29411765,117.6470588
9116,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,920,42000,200000,45.65217391,217.3913043
9117,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,800,50000,200000,62.5,250
9118,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,900,42000,200000,46.66666667,222.2222222
9119,2 BHK, Apartments,Bhakti Park,Wadala East,19.02922,72.87961,800,45000,100000,56.25,125
9120,2 BHK, Apartments,"Hyde Park, Ghodbunder Road, HyderPark Society, Manpada, Thane West, Thane",Thane,19.07598,72.87766,900,27000,150000,30,166.6666667
9121,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,610,29000,174000,47.54098361,285.2459016
9122,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,725,35000,100000,48.27586207,137.9310345
9123,2 BHK, Apartments,Kurla East,Kurla East,19.06205,72.88344,902,42000,200000,46.5631929,221.72949
9124,2 BHK, Apartments,Parel,Mahim West,19.00216,72.84158,1100,75000,300000,68.18181818,272.7272727
9125,2 BHK, Apartments,Kurla East,Kurla East,19.06205,72.88344,950,42000,200000,44.21052632,210.5263158
9126,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1120,50000,200000,44.64285714,178.5714286
9127,2 BHK, Apartments,"Omkar Veda, Eknath Ghadi Marg, Parel",Parel East,19.00228,72.84882,1250,75000,450000,60,360
9128,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.0328,72.89635,900,55000,200000,61.11111111,222.2222222
9129,2 BHK, Apartments,"Gokuldham Colony, Goregaon East",Goregaon East,19.17028,72.8699,750,28000,100000,37.33333333,133.3333333
9130,2 BHK, Apartments,"nr. Seven Square school, mira road",Mira Road,19.28714,72.86884,930,14000,50000,15.05376344,53.76344086
9131,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,950,30000,150000,31.57894737,157.8947368
9132,2 BHK, Apartments,"Chembur Naka, Chembur East",Chembur East,19.04399,72.91025,1200,50000,200000,41.66666667,166.6666667
9133,2 BHK, Apartments,"Bhakti Park, Bhakti Park",Wadala East,19.02895,72.87769,800,45000,100000,56.25,125
9134,2 BHK, Apartments,"Shubharambh Complex, Tikuji Ni Wadi Road, Manpada, Thane West, Thane",Thane,19.2349,72.97313,900,27000,200000,30,222.2222222
9135,2 BHK, Apartments,Andheri East,Andheri East,19.1154908,72.8726952,891,28000,100000,31.42536476,112.2334456
9136,2 BHK, Apartments,"Trikutta Towers, Jogeshwari - Vikhroli Link Road, Mercury CHS, Ramabai Ambedkar Nagar, Powai",Powai,19.1237,72.9211,735,35000,150000,47.61904762,204.0816327
9137,2 BHK, Apartments,"Mahim West, Mahim",Mahim West,19.03201,72.8401,1250,75000,300000,60,240
9138,2 BHK, Apartments,Chembur,Tilak Nagar,19.06205,72.88344,900,50000,500000,55.55555556,555.5555556
9139,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,1055,75000,200000,71.09004739,189.5734597
9140,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1120,50000,200000,44.64285714,178.5714286
9141,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14000,50000,14.14141414,50.50505051
9142,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.05111,72.89069,975,55000,200000,56.41025641,205.1282051
9143,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1064,30000,150000,28.19548872,140.9774436
9144,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,950,42000,200000,44.21052632,210.5263158
9145,2 BHK, Apartments,"Gokuldham Colony, Goregaon East",Goregaon East,19.17028,72.8699,750,28000,100000,37.33333333,133.3333333
9146,2 BHK, Apartments,NA,Ghatkopar East,19.0796,72.907,1000,42000,168000,42,168
9147,2 BHK, Apartments,Bhakti Park,Wadala East,19.02922,72.87961,800,45000,100000,56.25,125
9148,2 BHK, Apartments,majiwada,Thane,19.21833,72.97809,900,27000,100000,30,111.1111111
9149,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,850,27500,165000,32.35294118,194.1176471
9150,2 BHK, Apartments,NA,Deonar,19.07598,72.87766,950,42000,200000,44.21052632,210.5263158
9151,2 BHK, Apartments,"10,Kohinoor City Phase 1 Road,Kurla West,Kurla",Kurla West,19.08069,72.88508,1100,54500,200000,49.54545455,181.8181818
9152,2 BHK, Apartments,Chembur East,Tilak Nagar,19.0328,72.89635,900,50000,300000,55.55555556,333.3333333
9153,2 BHK, Apartments,"Kamla Mill, Lower Parel",Lower Parel West,19.0028,72.82981,900,75000,300000,83.33333333,333.3333333
9154,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,1050,75000,250000,71.42857143,238.0952381
9155,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14000,60000,14.14141414,60.60606061
9156,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1064,30000,150000,28.19548872,140.9774436
9157,2 BHK, Apartments,chembur,Chembur East,19.0328,72.89635,1050,42000,200000,40,190.4761905
9158,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.05111,72.89069,980,50000,200000,51.02040816,204.0816327
9159,2 BHK, Apartments,N G Royal Park Road,Kanjurmarg East,19.13041,72.93179,900,35000,150000,38.88888889,166.6666667
9160,2 BHK, Apartments,"Manpada, Thane West, Thane",Thane,19.21833,72.97809,1150,26000,150000,22.60869565,130.4347826
9161,2 BHK, Apartments,"New Mhada Colony, Goregaon East",Goregaon East,19.16923,72.88219,860,25000,100000,29.06976744,116.2790698
9162,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43500,100000,54.375,125
9163,2 BHK, Apartments,Matunga West,Parel West,19.0282,72.84376,1150,75000,300000,65.2173913,260.8695652
9164,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,900,35000,200000,38.88888889,222.2222222
9165,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,850,75000,450000,88.23529412,529.4117647
9166,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,990,14000,60000,14.14141414,60.60606061
9167,2 BHK, Apartments,"New Mhada Colony, Goregaon East",Goregaon East,19.16923,72.88219,870,30000,100000,34.48275862,114.9425287
9168,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1000,49000,300000,49,300
9169,2 BHK, Apartments,"803-B,Chembur East",Chembur East,19.05355,72.89967,985,54000,200000,54.82233503,203.0456853
9170,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,50000,200000,45.45454545,181.8181818
9171,2 BHK, Apartments,"Gulmarg Society, Sindhi Society, Chembur East",Chembur East,19.05242,72.89335,900,42000,150000,46.66666667,166.6666667
9172,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1050,42000,200000,40,190.4761905
9173,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43000,100000,53.75,125
9174,2 BHK, Apartments,"Dhokali, Thane West, Thane",Thane,19.22879,72.98296,1000,26000,125000,26,125
9175,2 BHK, Apartments,"Sion East, Sion",Sion East,19.03514,72.86632,900,42000,200000,46.66666667,222.2222222
9176,2 BHK, Apartments,"Mahim West, Mahim",Mahim West,19.03201,72.8401,1100,75000,300000,68.18181818,272.7272727
9177,2 BHK, Apartments,Dadar,Dadar East,19.02132,72.84241,1050,75000,250000,71.42857143,238.0952381
9178,2 BHK, Apartments,"Postal Colony, Chembur East",Chembur East,19.06127,72.89375,1300,48000,200000,36.92307692,153.8461538
9179,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1025,13500,75000,13.17073171,73.17073171
9180,2 BHK, Apartments,"Pandurang Wadi, Goregaon East",Goregaon East,19.17089,72.85081,900,30000,100000,33.33333333,111.1111111
9181,2 BHK, Apartments,Raheja Acropolis Chembur East,Chembur East,19.0328,72.89635,900,54000,200000,60,222.2222222
9182,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,50000,250000,45.45454545,227.2727273
9183,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9184,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,900,42000,200000,46.66666667,222.2222222
9185,2 BHK, Apartments,"Manpada, Thane West, Thane",Thane,19.07598,72.87766,1000,26000,100000,26,100
9186,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43000,100000,53.75,125
9187,2 BHK, Apartments,"Om Residency Towers, Saint Xavier Street, Dadar East, Parel",Parel West,19.00594,72.84486,1115,75000,300000,67.26457399,269.058296
9188,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,900,35000,200000,38.88888889,222.2222222
9189,2 BHK, Apartments,Dadar,Dadar East,19.02132,72.84241,1050,75000,250000,71.42857143,238.0952381
9190,2 BHK, Apartments,"Postal Colony, Chembur East",Chembur East,19.06127,72.89375,1300,48000,200000,36.92307692,153.8461538
9191,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,980,41000,200000,41.83673469,204.0816327
9192,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1050,48000,200000,45.71428571,190.4761905
9193,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1064,29000,150000,27.2556391,140.9774436
9194,2 BHK, Apartments,Chembur East,Chembur East,19.08239,72.87261,860,53000,200000,61.62790698,232.5581395
9195,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,900,42000,200000,46.66666667,222.2222222
9196,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43000,100000,53.75,125
9197,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1000,12000,50000,12,50
9198,2 BHK, Apartments,"Lokpuram, Vasant Vihar, Thane West, Thane",Thane,19.22642,72.96931,900,26000,150000,28.88888889,166.6666667
9199,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,970,75000,450000,77.31958763,463.9175258
9200,2 BHK, Apartments,"Landmark Towers, Old bdd chawl, Naigaon, Dadar",Dadar East,19.01164,72.84828,1150,75000,300000,65.2173913,260.8695652
9201,2 BHK, Apartments,"6,New Mhada Colony,Goregaon East",Goregaon East,19.17451,72.88277,860,26500,100000,30.81395349,116.2790698
9202,2 BHK, Apartments,Dukes Factory Chembur,Chembur East,19.07598,72.87766,1300,48000,200000,36.92307692,153.8461538
9203,2 BHK, Apartments,"4,Waman Tukaram Patil Marg,Shivneri Nagar,Govandi East",Chembur East,19.05327,72.91091,1050,53000,200000,50.47619048,190.4761905
9204,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,48000,300000,43.63636364,272.7272727
9205,2 BHK, Apartments,"Gulmarg Society, Sindhi Society, Chembur East",Chembur East,19.05242,72.89335,900,42000,150000,46.66666667,166.6666667
9206,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9207,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,933,41000,200000,43.94426581,214.3622722
9208,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43000,200000,53.75,250
9209,2 BHK, Apartments,"Lok Upvan, Phase 2, Thane West, Thane",Thane,19.22095,72.97226,1000,26000,150000,26,150
9210,2 BHK, Apartments,"Crescent Bay, Shivaji Nagar, Parel",Parel East,19.00342,72.8501,1250,75000,300000,60,240
9211,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.04951,72.89066,1070,48000,250000,44.85981308,233.6448598
9212,2 BHK, Apartments,"Yashodham, Goregaon East",Goregaon East,19.16945,72.86788,700,25500,100000,36.42857143,142.8571429
9213,2 BHK, Apartments,"Yashodham, Goregaon East",Goregaon East,19.16945,72.86788,700,25500,100000,36.42857143,142.8571429
9214,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,725,73000,438000,100.6896552,604.137931
9215,2 BHK, Apartments,"Lake Homes Road, Powai",Powai,19.0785,72.8765,910,48000,250000,52.74725275,274.7252747
9216,2 BHK, Apartments,Runwal Centre Chembur East,Chembur East,19.0328,72.89635,850,52500,200000,61.76470588,235.2941176
9217,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,35000,150000,38.88888889,166.6666667
9218,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,933,41000,200000,43.94426581,214.3622722
9219,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,43000,200000,53.75,250
9220,2 BHK, Apartments,"Ghodbunder Road, Thane West, Thane",Thane,19.27419,72.96337,1000,26000,150000,26,150
9221,2 BHK, Apartments,The Address Boulevard Ghatkopar West,Ghatkoparwest,19.09081,72.90767,1046,52000,250000,49.71319312,239.0057361
9222,2 BHK, Apartments,"Mahim West, Mahim",Mahim West,19.03201,72.8401,1200,70000,300000,58.33333333,250
9223,2 BHK, Apartments,"24,Reynolds Road,Tejas Nagar Colony,Wadala East,Wadala West,Wadala",Wadala East,19.0144,72.85828,1352,72000,300000,53.25443787,221.8934911
9224,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1120,48000,200000,42.85714286,178.5714286
9225,2 BHK, Apartments,"Nahar Amrit Shakti, Powai",Powai,19.10761,72.89922,1200,48000,250000,40,208.3333333
9226,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,915,40000,200000,43.71584699,218.579235
