FID,Property_T,Typology,Address,Locality_A,Latitude,longitude,SIZE__sq_f,Rent_INR_,Deposit_IN,RentPSF,DepositPSF
7095,2 BHK, Apartments,Jogeshwari West,Jogeshwari West,19.14051,72.84216,970,40000,200000,41.2371134,206.185567
7096,2 BHK, Apartments,"Kalyan - Shilphata Road, Sonar Pada, Dombivli East, Dombivli",Kalyan-Shil Road,19.19639,73.09887,1100,12000,70000,10.90909091,63.63636364
7097,2 BHK, Apartments,Santacruz East,Santacruz East,19.07937,72.8562596,1200,55000,200000,45.83333333,166.6666667
7098,2 BHK, Apartments,"Raheja Residency, Sankalp Colony, Malad East",Goregaon East,19.17745,72.87653,1050,41000,200000,39.04761905,190.4761905
7099,2 BHK, Apartments,"Virar West, Virar",Virar West,19.4691963,72.8080296,925,6200,30000,6.702702703,32.43243243
7100,2 BHK, Apartments,Chembur,Chembur East,19.06025,72.90044,1100,62000,300000,56.36363636,272.7272727
7101,2 BHK, Apartments,Runwal Greens Mulund Goregaon Link Road,Mulund West,19.07598,72.87766,1110,42000,300000,37.83783784,270.2702703
7102,2 BHK, Apartments,"Hendre Pada, Badlapur",Badlapur West,19.17038,73.24852,900,5000,30000,5.555555556,33.33333333
7103,2 BHK, Apartments,"Marol, Andheri East",Marol,19.1173012,72.8840395,1220,56000,560000,45.90163934,459.0163934
7104,2 BHK, Guest House,Andheri West,Andheri West,19.13632,72.82766,860,10000,10000,11.62790698,11.62790698
7105,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1025,21000,100000,20.48780488,97.56097561
7106,2 BHK, Apartments,"RNA Continental, Subhash Nagar, Chembur East",Chembur East,19.05864,72.90421,1305,60000,200000,45.97701149,153.256705
7107,2 BHK, Apartments,"4-A,Sunder Nagar Road,Sunder Nagar,Malad West",Malad West,19.17681,72.84193,600,30000,150000,50,250
7108,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1150,48000,200000,41.73913043,173.9130435
7109,2 BHK, Apartments,"Raheja Township, Malad East",Malad East,19.18021,72.85716,850,28000,100000,32.94117647,117.6470588
7110,2 BHK, Apartments,Borivali West,Borivali West,19.24616,72.85091,500,25000,100000,50,200
7111,2 BHK, Apartments,Chembur East,Chembur East,19.0327996,72.8963568,900,42000,200000,46.66666667,222.2222222
7112,2 BHK, Apartments,"Diamond Garden, Chembur East",Chembur East,19.05349,72.89999,850,65000,250000,76.47058824,294.1176471
7113,2 BHK, Apartments,Dahisar East,Dahisar East,19.25393,72.86725,800,18000,70000,22.5,87.5
7114,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,800,16000,50000,20,62.5
7115,2 BHK, Apartments,NA,Andheri West,19.1136,72.8697,1000,35000,35000,35,35
7116,2 BHK, Apartments,"Nahar Amrit Shakti, Powai",Powai,19.10761,72.89922,750,72000,300000,96,400
7117,2 BHK, Apartments,"Vikas Apartment C.H.S Ltd, Dr C G Road, Chembur,  400074",Chembur East,19.0328,72.89635,1100,55000,300000,50,272.7272727
7118,2 BHK, Apartments,"Lakshchandi Heights, Krishna Vatika Marg, Snehadham, Goregaon East",Goregaon East,19.17177,72.871,1250,45000,200000,36,160
7119,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,850,48000,200000,56.47058824,235.2941176
7120,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,1377,65000,300000,47.20406681,217.8649237
7121,2 BHK, Apartments,"Lodha Celestia, Nehru Nagar, Kanjurmarg East",Kanjurmarg East,19.12826,72.92912,1150,53000,250000,46.08695652,217.3913043
7122,2 BHK, Apartments,"Raheja Sherwood, Western Express Highway, Cama Industrial Estate, Goregaon East",Goregaon East,19.15497,72.85566,1150,55000,200000,47.82608696,173.9130435
7123,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1290,48000,200000,37.20930233,155.0387597
7124,2 BHK, Apartments,NA,Goregaon East,19.1551,72.8679,860,28000,112000,32.55813953,130.2325581
7125,2 BHK, Apartments,"Royal Palms Road, Royal Palms Estate, Aarey Colony, Goregaon East",Aarey Milk Colony,19.14751,72.893,785,20000,75000,25.47770701,95.54140127
7126,2 BHK, Apartments,"Municipal Hospital,Saraf Chaudhari Road,Saraf Chaudhary Nagar,Kandivali East",Kandivali East,19.20734,72.86525,1050,38000,150000,36.19047619,142.8571429
7127,2 BHK, Apartments,"HIRANANDANI MEADOWS, Manpada, Thane West, Thane",Thane,19.2282,72.97195,1000,44000,150000,44,150
7128,2 BHK, Apartments,"Mindspace, Malad West",Malad West,19.18344,72.83243,1210,42000,200000,34.7107438,165.2892562
7129,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,985,50000,200000,50.76142132,203.0456853
7130,2 BHK, Apartments,NA,Nalasopara West,19.42005,72.81614,850,9500,50000,11.17647059,58.82352941
7131,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1255,49000,200000,39.0438247,159.3625498
7132,2 BHK, Apartments,"Hiranandani Gardens, Powai",Powai,19.11538,72.90914,1200,68000,200000,56.66666667,166.6666667
7133,2 BHK, Apartments,NA,Powai,19.1197,72.9051,1150,70000,280000,60.86956522,243.4782609
7134,2 BHK, Apartments,Mira Road East,Mira Road,19.07598,72.87766,745,17000,50000,22.81879195,67.11409396
7135,2 BHK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,850,32000,200000,37.64705882,235.2941176
7136,2 BHK, Apartments,KUKREJA COMPLEX,Bhandup West,19.07598,72.87766,870,34000,150000,39.08045977,172.4137931
7137,2 BHK, Apartments,NA,Kandivali East,19.2115,72.8737,850,30000,150000,35.29411765,176.4705882
7138,2 BHK, Apartments,NA,Andheri East,19.1136,72.8697,1040,45000,135000,43.26923077,129.8076923
7139,2 BHK, Apartments,NA,Chembur East,19.0328,72.8964,1133,51999,260000,45.89496911,229.4792586
7140,2 BHK, Apartments,NA,Malad West,19.1828,72.8402,1005,35000,350000,34.82587065,348.2587065
7141,2 BHK, Apartments,"Trans Residency, 23rd Road, Jogeshwari East",Jogeshwari East,19.12561,72.86803,950,40000,150000,42.10526316,157.8947368
7142,2 BHK, Apartments,"Aangan, ?????, Thakur Village, Kandivali East",Thakur Village,19.20823,72.8729,950,30000,100000,31.57894737,105.2631579
7143,2 BHK, Apartments,"Shanti Park, Mira Road East, Mira Bhayandar",Mira Road,19.28058,72.86668,1200,20000,100000,16.66666667,83.33333333
7144,2 BHK, Apartments,"Veera Desai Road, Mhada Colony, Sainik Nagar, Andheri West",Andheri West,19.13632,72.82766,850,40000,100000,47.05882353,117.6470588
7145,2 BHK, Apartments,"Satellite Gardens, General Arun Kumar Vaidya Marg, Azad Nagar, Gokuldham Colony, Goregaon East",Goregaon East,19.17553,72.87276,1015,40000,160000,39.408867,157.635468
7146,2 BHK, Apartments,NA,Bhayander East,19.3056009,72.8593755,810,13000,50000,16.04938272,61.72839506
7147,2 BHK, Apartments,NA,Kurla West,19.07598,72.87766,1350,57000,200000,42.22222222,148.1481481
7148,2 BHK, Apartments,"Hiranandani Gardens, Powai",Powai,19.11538,72.90914,800,35000,100000,43.75,125
7149,2 BHK, Apartments,"Orchard Residency ,Tower 1,2 & 3,Amrut Nagar Road,Amrut Nagar,Ghatkopar West",Ghatkoparwest,19.10019,72.91465,1075,65000,200000,60.46511628,186.0465116
7150,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,990,43000,200000,43.43434343,202.020202
7151,2 BHK, Apartments,Dombivali,Dombivali East,19.07598,72.87766,774,16000,75000,20.67183463,96.89922481
7152,2 BHK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,1200,34000,100000,28.33333333,83.33333333
7153,2 BHK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,1000,32000,100000,32,100
7154,2 BHK, Apartments,Chembur,Chembur West,19.06205,72.88344,1180,70000,300000,59.3220339,254.2372881
7155,2 BHK, Apartments,"Takshila Colony, Indira Nagar, Jogeshwari East",Jogeshwari East,19.11365,72.86974,950,40000,200000,42.10526316,210.5263158
7156,2 BHK, Apartments,"Film City Complex, Aarey Colony, Goregaon East",Goregaon East,19.1594,72.88847,1242,38000,100000,30.5958132,80.51529791
7157,2 BHK, Apartments,"Andheri East, Sher E Punjab Colony",Andheri East,19.12559,72.86187,850,32000,100000,37.64705882,117.6470588
7158,2 BHK, Apartments,"SAMARPAN EXOTICA, Food Corporation of  Warehouse, Borivali East",Borivali East,19.21934,72.86365,930,30000,150000,32.25806452,161.2903226
7159,2 BHK, Apartments,"3,Jijamata Road,Sher E Punjab Colony,Andheri East",Andheri East,19.12552,72.86272,1200,35000,100000,29.16666667,83.33333333
7160,2 BHK, Apartments,"Bhakti Park, Bhakti Park",Wadala East,19.02895,72.87769,850,45000,100000,52.94117647,117.6470588
7161,2 BHK, Apartments,Goregaon East,Aarey Milk Colony,19.15096,72.88313,1050,32000,100000,30.47619048,95.23809524
7162,2 BHK, Apartments,Ghatkopar East,Ghatkopar East,19.07964,72.90701,1200,35000,150000,29.16666667,125
7163,2 BHK, Apartments,Bandra West,Bandra West,19.06069,72.83625,800,65000,250000,81.25,312.5
7164,2 BHK, Apartments,"Waghbil Naka Flyover, Kavesar, Thane West, Thane",Thane,19.2548,72.97165,910,24000,100000,26.37362637,109.8901099
7165,2 BHK, Apartments,"Global City Avenue J Bus Stop, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Virar",Virar West,19.47172,72.80878,930,8000,50000,8.602150538,53.76344086
7166,2 BHK, Apartments,Goregaon west,Bangur Nagar,19.07598,72.87766,1050,42000,200000,40,190.4761905
7167,2 BHK, Apartments,"Raj Legacy, Surya Nagar, Gandhi Nagar, Vikhroli West",Vikhroli West,19.11711,72.9269,955,52000,250000,54.45026178,261.7801047
7168,2 BHK, Apartments,Malad West,Malad West,19.1827551,72.8401539,950,22000,75000,23.15789474,78.94736842
7169,2 BHK, Apartments,"Dheeraj Diamond,Chincholi Bunder,Malad West,",Malad West,19.03305,73.02966,1000,35000,150000,35,150
7170,2 BHK, Apartments,THAKUR VILLAGE VASANT SAGAR,Kandivali East,19.07596,72.88019,860,32000,100000,37.20930233,116.2790698
7171,2 BHK, Apartments,"Evershine Nagar, Malad West",Malad West,19.19188,72.83205,800,32000,100000,40,125
7172,2 BHK, Apartments,"Nalasopara West, Nala Sopara",Nalasopara West,19.41834,72.7956,715,6500,35000,9.090909091,48.95104895
7173,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,840,28000,100000,33.33333333,119.047619
7174,2 BHK, Apartments,Bandra West,Bandra West,19.07356,72.88369,1250,100000,500000,80,400
7175,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1080,40000,200000,37.03703704,185.1851852
7176,2 BHK, Apartments,Malad East,Malad East,19.18087,72.85745,1200,48000,200000,40,166.6666667
7177,2 BHK, Apartments,Virat west,Virar West,19.07598,72.87766,1180,9000,50000,7.627118644,42.37288136
7178,2 BHK, Apartments,"Royal Palms Road, Royal Palms Estate, Aarey Colony, Goregaon East",Goregaon East,19.14751,72.893,785,20000,75000,25.47770701,95.54140127
7179,2 BHK, Apartments,"Gupte Cross Road, Dombivli West, Dombivli",Dombivali West,19.22066,73.0825,900,10000,50000,11.11111111,55.55555556
7180,2 BHK, Apartments,"48-B,Samta Nagar Road,Samata Nagar,Thakur Village,Kandivali East",Thakur Village,19.20482,72.86836,1150,36000,200000,31.30434783,173.9130435
7181,2 BHK, Apartments,Kandivali West,Kandivali West,19.19982,72.84259,950,28000,150000,29.47368421,157.8947368
7182,2 BHK, Apartments,NA,Goregaon East,19.07598,72.87766,1025,36000,200000,35.12195122,195.1219512
7183,2 BHK, Apartments,Kohinoor city Kurla,Kurla West,19.07598,72.87766,889,47000,200000,52.86839145,224.9718785
7184,2 BHK, Apartments,"Marol, Andheri East",Marol,19.1173012,72.8840395,1250,55000,55000,44,44
7185,2 BHK, Apartments,"poonam garden, mira road east, - 401107",Mira Road,19.28714,72.86884,900,16000,100000,17.77777778,111.1111111
7186,2 BHK, Apartments,Tilak Nagar,Tilak Nagar,19.0682673,72.8973302,950,35000,150000,36.84210526,157.8947368
7187,2 BHK, Apartments,Badlapur,Badlapur West,19.16679,73.23679,940,5000,30000,5.319148936,31.91489362
7188,2 BHK, Apartments,Vasai,Vasai Road East,19.39193,72.83973,845,9000,50000,10.65088757,59.17159763
7189,2 BHK, Apartments,"Virar West, Virar",Virar West,19.46188,72.77766,865,9500,50000,10.98265896,57.80346821
7190,2 BHK, Apartments,"Vazira, Borivali West",Borivali West,19.22897,72.84195,750,25000,125000,33.33333333,166.6666667
7191,2 BHK, Apartments,"Gokuldham Colony,Goregaon East",Goregaon East,19.17206,72.86929,500,25000,100000,50,200
7192,2 BHK, Apartments,Goregaon East,Goregaon East,19.1551485,72.8678551,950,33000,90000,34.73684211,94.73684211
7193,2 BHK, Apartments,"Charai, Thane West, Thane",Thane,19.19854,72.97485,600,19000,120000,31.66666667,200
7194,2 BHK, Apartments,NA,Ghatkopar East,19.0759837,72.8776559,1000,50000,200000,50,200
7195,2 BHK, Apartments,Goregaon East,Goregaon East,19.1551485,72.8678551,1290,45000,250000,34.88372093,193.7984496
7196,2 BHK, Apartments,New link road shastri nagar,Andheri West,19.07598,72.87766,950,48000,200000,50.52631579,210.5263158
7197,2 BHK, Apartments,"Krishna Residency, Sunder Nagar, Malad West",Malad West,19.17651,72.8411,960,37000,150000,38.54166667,156.25
7198,2 BHK, Apartments,Jogeshwari West,Jogeshwari West,19.14051,72.84216,970,40000,200000,41.2371134,206.185567
7199,2 BHK, Apartments,city of joy mulund west,Mulund West,19.07598,72.87766,981,41000,200000,41.79408767,203.8735984
7200,2 BHK, Apartments,NA,Mira Road,19.07598,72.87766,1092,21000,100000,19.23076923,91.57509158
7201,2 BHK, Apartments,Santacruz East,Santacruz East,19.07937,72.8562596,1000,50000,200000,50,200
7202,2 BHK, Apartments,Santacruz East,Santacruz East,19.07937,72.8562596,1200,55000,200000,45.83333333,166.6666667
7203,2 BHK, Apartments,NA,Chakala,19.1097712,72.8582672,700,35000,100000,50,142.8571429
7204,2 BHK, Apartments,"Pushpa Park, Pratap Nagar, Malad East",Malad East,19.1878,72.85812,750,35000,150000,46.66666667,200
7205,2 BHK, Apartments,Chembur,Chembur East,19.06025,72.90044,1100,62000,300000,56.36363636,272.7272727
7206,2 BHK, Guest House,Andheri West,Andheri West,19.13632,72.82766,950,9000,9000,9.473684211,9.473684211
7207,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,850,38000,200000,44.70588235,235.2941176
7208,2 BHK, Apartments,"Tilak Nagar, Kurla East",Tilak Nagar,19.0682673,72.8973302,800,36000,150000,45,187.5
7209,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1200,55000,200000,45.83333333,166.6666667
7210,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1080,48000,250000,44.44444444,231.4814815
7211,2 BHK, Apartments,"Swastik Solitare C.H.S Ltd, Sion Trombay Road, Mumabin 400071",Chembur East,19.0328,72.89635,1100,55000,200000,50,181.8181818
7212,2 BHK, Apartments,"Satellite Towers, Film City Road, Goregaon East",Goregaon East,19.17394,72.87375,1400,45000,200000,32.14285714,142.8571429
7213,2 BHK, Apartments,NA,Andheri West,19.1136,72.8697,1000,32000,32000,32,32
7214,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,850,48000,200000,56.47058824,235.2941176
7215,2 BHK, Apartments,NA,Mira Road,19.2871,72.8688,1050,15000,60000,14.28571429,57.14285714
7216,2 BHK, Apartments,NA,Goregaon East,19.1551,72.8679,960,27000,108000,28.125,112.5
7217,2 BHK, Apartments,"Evershine Millennium Paradise, Thakur Village, Kandivali East",Kandivali East,19.21211,72.87592,1100,35000,200000,31.81818182,181.8181818
7218,2 BHK, Apartments,"Raheja Ridgewood, Shri Ram Mandir Road, NESCO, Goregaon East",Goregaon East,19.14606,72.85381,1320,55000,200000,41.66666667,151.5151515
7219,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,1260,64000,300000,50.79365079,238.0952381
7220,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,800,16000,50000,20,62.5
7221,2 BHK, Apartments,"Lake Homes Road, MHADA Colony 20, Powai",Powai,19.11518,72.90181,925,50000,200000,54.05405405,216.2162162
7222,2 BHK, Apartments,NA,Powai,19.1197,72.9051,1070,70000,280000,65.42056075,261.682243
7223,2 BHK, Apartments,"Lodha Eternis, Road Number 11, Chakala Industrial Area (MIDC), Andheri East",Andheri East,19.12238,72.86803,750,47000,150000,62.66666667,200
7224,2 BHK, Apartments,"HIRANANDANI MEADOWS, Manpada, Thane West, Thane",Thane,19.2282,72.97195,1395,42000,200000,30.10752688,143.3691756
7225,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1155,48000,200000,41.55844156,173.1601732
7226,2 BHK, Apartments,mira road east,Mira Road,19.28714,72.86884,745,17000,60000,22.81879195,80.53691275
7227,2 BHK, Apartments,skyline sparkle,Bhandup West,19.07598,72.87766,900,33000,200000,36.66666667,222.2222222
7228,2 BHK, Apartments,"Thakur Complex, Kandivali East",Kandivali East,19.20954,72.86411,800,31500,150000,39.375,187.5
7229,2 BHK, Apartments,hiranandani,Powai,19.11968,72.90508,1100,65000,200000,59.09090909,181.8181818
7230,2 BHK, Houses,Andheri East,Andheri East,19.1154908,72.8726952,2000,45000,0,22.5,0
7231,2 BHK, Apartments,NA,Malad West,19.1828,72.8402,1005,35000,350000,34.82587065,348.2587065
7232,2 BHK, Apartments,NA,Chembur East,19.0328,72.8964,1016,51999,260000,51.18011811,255.9055118
7233,2 BHK, Apartments,radhaa govind,Thakur Village,19.07578,72.87553,850,30000,150000,35.29411765,176.4705882
7234,2 BHK, Apartments,"Thakur Complex, Kandivali East",Kandivali East,19.20954,72.86411,980,30000,100000,30.6122449,102.0408163
7235,2 BHK, Apartments,VASANT OASIS MAROL ANDHERI EAST,Marol,19.11099,72.88446,1270,55000,200000,43.30708661,157.480315
7236,2 BHK, Apartments,"Kanakia Park, Mira Road East, Mira Bhayandar",Mira Road,19.30138,72.8774,1050,18000,100000,17.14285714,95.23809524
7237,2 BHK, Apartments,Bhakti Park,Wadala East,19.02922,72.87961,960,45000,100000,46.875,104.1666667
7238,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,985,42000,200000,42.63959391,203.0456853
7239,2 BHK, Apartments,"Chandivali Road, MHADA Colony, Chandivali, Powai",Chandivali,19.11276,72.89761,1100,34000,100000,30.90909091,90.90909091
7240,2 BHK, Apartments,"A - 791,Krishna Chandra Marg,Reclamation,Bandra West",Bandra West,19.05104,72.82922,750,60000,200000,80,266.6666667
7241,2 BHK, Apartments,"Sher E Punjab Road, Andheri East",Andheri East,19.12402,72.86182,850,32000,100000,37.64705882,117.6470588
7242,2 BHK, Apartments,"Film City Complex, Aarey Colony, Goregaon East",Goregaon East,19.1594,72.88847,1252,37000,100000,29.55271566,79.87220447
7243,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,1300,55000,200000,42.30769231,153.8461538
7244,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,1000,55000,200000,55,200
7245,2 BHK, Apartments,"Om Elegance, Madhur Society Marg, Chincholi Bunder, Malad West",Malad West,19.17801,72.83932,850,30000,100000,35.29411765,117.6470588
7246,2 BHK, Apartments,Dombivali,Dombivali East,19.07598,72.87766,864,14000,50000,16.2037037,57.87037037
7247,2 BHK, Apartments,Goregaon East,Aarey Milk Colony,19.15096,72.88313,1050,32000,100000,30.47619048,95.23809524
7248,2 BHK, Apartments,"Lok Upvan, Phase 1, Manpada, Thane West, Thane",Thane,19.22368,72.97079,1100,24000,125000,21.81818182,113.6363636
7249,2 BHK, Apartments,Ghatkopar West,Ghatkoparwest,19.09081,72.90767,1110,51000,250000,45.94594595,225.2252252
7250,2 BHK, Apartments,Andheri West,Andheri West,19.13632,72.82766,800,37000,100000,46.25,125
7251,2 BHK, Apartments,NA,Goregaon East,19.07598,72.87766,1145,32000,100000,27.94759825,87.33624454
7252,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,955,55000,200000,57.59162304,209.4240838
7253,2 BHK, Apartments,"Bangur Nagar, Bangur Nagar, Goregaon West",Goregaon West,19.16886,72.83511,1050,42000,200000,40,190.4761905
7254,2 BHK, Apartments,"Kalina, Santacruz East",Santacruz East,19.07628,72.8654,950,45000,200000,47.36842105,210.5263158
